Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-11150.53	-11217.25	66.71112	0.005051121	0.01921869	0.02884412	0.00676658	0.0304109	0.002485363	0.02819264	0.006741583	0.01407992	0.01960045	0.0073998	0.04242736	0.02227222	0.01868893	0.03760871	0.07346639	0.02573317	0.0003566018	0.07421086	0.05756819	0.03219699	0.00280726	0.007056797	0.0294394	0.009970839	0.003529633	0.05386194	0.01748554	0.06755033	0.01793408	0.08387803	0.004938304	0.05095595	0.06880267	0.02819776	0.03100162	0.1347639	0.007298834	0.04690987	0.007090972	0.004540363	0.00161269	0.03860098	0.005937635	0.01153968	0.02483811	0.03929597	0.001354577	0.006907717	0.006854586	0.006757658	0.003674286	0.009729504	0.03473524	0.1071974	0.009892109	0.01243377	0.04608852	0.01020929	0.002314209	0.009028409	0.0107275	0.126652	0.01213827	0.01431488	0.01010387	0.03406386	0.008258788	0.008616978	0.008644208	0.03808484	0.01069846	0.06888513	0.05501096	0.008781223	0.003189207	0.0423942	0.006087655	0.01004213	0.001054533	0.01498363	0.03947375	0.01122386	0.02091608	0.01058894	0.01036943	0.01726566	0.001114606	0.007776512	0.01301874	0.001217642	0.009534442	0.02042302	0.01591023	0.01523488	0.01099349	0.01779551	0.155893	0.187361	0.160976	0.165917	0.156294	0.173559	0.253153	0.256873	0.24012	0.249854	2.335926
110	-11135.6	-11202.36	66.76461	0.006745169	0.02585803	0.0318629	0.004332618	0.04866929	0.004474241	0.02265442	0.005436338	0.0106382	0.01855281	0.01600674	0.04361092	0.01608171	0.02608432	0.02510423	0.0747769	0.0178668	0.00207245	0.07421086	0.0334401	0.01608808	0.003450481	0.01573777	0.02314843	0.009867428	0.002041095	0.05195612	0.01111994	0.06541328	0.02652642	0.0634143	0.007938326	0.04225371	0.04999435	0.04497174	0.03462747	0.1510145	0.003000756	0.04259079	0.005659019	0.007191634	0.001733764	0.02974466	0.002790818	0.01024356	0.02599737	0.0440029	0.0008578612	0.008316313	0.0136004	0.004552991	0.0126022	0.007267044	0.03756468	0.07703203	0.008479644	0.01454228	0.04253144	0.006222936	0.006443167	0.009581186	0.0189908	0.1246995	0.0103736	0.02062633	0.007077563	0.04095293	0.003477044	0.008640667	0.0182513	0.02721119	0.01771179	0.0795175	0.05650147	0.006773915	0.006647462	0.04564514	0.003801946	0.01941974	0.001539748	0.02116511	0.05717801	0.01853521	0.01676481	0.01404624	0.004491426	0.01565394	0.003169742	0.01669896	0.005785865	0.002777098	0.01462472	0.02260491	0.01499	0.01002091	0.01145604	0.01416812	0.159339	0.191504	0.164535	0.147475	0.15975	0.177396	0.24996	0.266248	0.237091	0.246702	2.332583
120	-11126.64	-11195.22	68.58315	0.006356874	0.02428339	0.03148612	0.006576428	0.02700476	0.004402028	0.02525858	0.001833584	0.01052479	0.01214109	0.006075039	0.04593943	0.02174201	0.02400068	0.02268272	0.06277769	0.0177634	0.0008812686	0.06998273	0.03384131	0.0180032	0.001139232	0.01294101	0.02114221	0.01239611	0.001823326	0.04060458	0.00671461	0.04947737	0.0258192	0.07685578	0.00455884	0.06726632	0.06327984	0.0217447	0.02663157	0.1315498	0.002240607	0.03124604	0.006291327	0.00475847	0.001813046	0.02190743	0.008134537	0.007211508	0.02863005	0.04729553	0.0004362159	0.01535857	0.01351096	0.008583631	0.004504264	0.01117213	0.03100843	0.08710653	0.01618317	0.01476992	0.04964237	0.006703811	0.006240257	0.005710754	0.0115519	0.1120328	0.005089754	0.02815972	0.009938772	0.0410273	0.008596675	0.0083521	0.01411836	0.03088392	0.006230367	0.06657888	0.06434297	0.009312563	0.005268165	0.05358476	0.005566632	0.01856294	0.004118985	0.01685956	0.04142983	0.01899871	0.02174428	0.006984824	0.00986781	0.01401107	0.007441521	0.01437986	0.006925673	0.002568627	0.01799149	0.0189711	0.01032014	0.009572362	0.01218156	0.01739735	0.162743	0.195595	0.14669	0.150625	0.163162	0.181186	0.24996	0.266248	0.237091	0.246702	2.218925
130	-11136.83	-11204.39	67.55908	0.006575982	0.01413409	0.03568784	0.01038703	0.03349602	0.002035278	0.03954144	0.009288582	0.008980574	0.006624038	0.01116138	0.03951074	0.02248313	0.02661296	0.02515429	0.07088621	0.01527327	0.0009673878	0.08558955	0.0391388	0.0199039	0.002341863	0.01491836	0.02254325	0.01190734	0.002243986	0.04542006	0.01350102	0.06865641	0.01769635	0.06899131	0.005125938	0.06095014	0.05560335	0.03269218	0.04710934	0.1200165	0.004155326	0.07080273	0.009193107	0.006243748	0.004929754	0.0307371	0.007743313	0.001961906	0.03372002	0.03753603	0.0002512104	0.01548439	0.006815551	0.01288682	0.004571973	0.007331732	0.04415644	0.08079252	0.01039032	0.009038047	0.03381143	0.01769462	0.007954599	0.005892341	0.005217319	0.1139638	0.00726578	0.0150585	0.009509713	0.04128431	0.002718687	0.006254374	0.01551282	0.02551644	0.00834739	0.0767467	0.04605362	0.01003126	0.002537851	0.03532806	0.004426356	0.01547275	0.00321135	0.02323728	0.04194394	0.0165395	0.0194953	0.02107613	0.01102964	0.008868532	0.0076538	0.008508524	0.006414116	0.0008908295	0.01003238	0.02348005	0.0170901	0.01748873	0.006707463	0.0207704	0.176839	0.190576	0.159395	0.129654	0.179343	0.164193	0.245538	0.250418	0.253017	0.251028	2.282929
140	-11114.87	-11182.9	68.02525	0.00560629	0.02307236	0.03797725	0.008300654	0.04318968	0.00074692	0.02980202	0.008662264	0.01359564	0.006451211	0.007955295	0.03197981	0.02438943	0.0365536	0.03250034	0.06849167	0.01103473	0.0001970491	0.07220176	0.04205415	0.01813063	0.002431199	0.01177197	0.02588571	0.009113336	0.004895004	0.04039593	0.01217007	0.06327462	0.01852579	0.06789616	0.007376863	0.06495148	0.05070541	0.03186549	0.03325059	0.1291559	0.008173168	0.030564	0.007918001	0.006320667	0.001408881	0.0227932	0.007814506	0.001148778	0.02640349	0.05703101	0.0002524417	0.0152887	0.01039885	0.01538988	0.002108895	0.007109577	0.03763841	0.08410015	0.01710579	0.0108131	0.05243698	0.007013991	0.003536335	0.008302957	0.01055553	0.1183587	0.01449371	0.008596536	0.004378089	0.04904384	0.003361389	0.00593893	0.02202509	0.03905649	0.006495179	0.09216231	0.0476052	0.0137302	0.004451622	0.0313444	0.007593531	0.007837069	0.005887675	0.01957444	0.03900267	0.01141349	0.02020706	0.007877703	0.005960105	0.01358041	0.002255856	0.01037467	0.002220352	0.004420257	0.01202029	0.01463564	0.01794345	0.01166343	0.01249969	0.01759801	0.165984	0.178878	0.149612	0.157853	0.168335	0.179338	0.247944	0.245455	0.260548	0.246053	2.253793
150	-11121.28	-11189.59	68.31035	0.008147444	0.01962428	0.03213409	0.01140354	0.04371437	0.0001850347	0.02930823	0.007690383	0.01013229	0.01219589	0.007519691	0.03689517	0.02380432	0.01976558	0.03109482	0.076591	0.01240548	0.0003829988	0.07314275	0.0391858	0.02894127	0.0008400604	0.01167078	0.02799231	0.01095261	0.004454419	0.04998841	0.01736908	0.04631147	0.01789759	0.07034621	0.006456355	0.05340643	0.04019001	0.02951397	0.03040139	0.1320214	0.005565222	0.03678503	0.008191706	0.009219805	0.003276418	0.04173712	0.004221644	0.002757154	0.0133673	0.06087288	0.0001309671	0.01583625	0.006702066	0.01806829	0.004890517	0.005678917	0.045843	0.07391641	0.008548134	0.01337564	0.03392054	0.01084512	0.005008441	0.003881386	0.00806129	0.1065813	0.01478028	0.01122014	0.01337109	0.03812611	0.003659651	0.0033074	0.01813126	0.03760182	0.007720078	0.08030281	0.05647444	0.01878037	0.005638175	0.04181056	0.002930835	0.002287842	0.00827559	0.01800388	0.04696301	0.009261643	0.01680003	0.01023684	0.0154803	0.009801041	0.002680418	0.01426391	0.01351417	0.004279902	0.008129017	0.02279533	0.01552694	0.01186654	0.01129884	0.01929477	0.177819	0.170858	0.163865	0.155373	0.160788	0.171297	0.251586	0.244266	0.259286	0.244862	2.235974
160	-11127.84	-11196.86	69.02971	0.003790691	0.02538667	0.03470061	0.01465304	0.04285204	7.69777e-05	0.02016186	0.005207589	0.01851347	0.01658564	0.002671962	0.04506755	0.02234829	0.02688597	0.0129948	0.06998521	0.007987455	0.00108947	0.06745331	0.0471985	0.01176382	0.001142077	0.011855	0.02561881	0.01228765	0.002845512	0.04030839	0.01350474	0.07112968	0.02301322	0.07699003	0.01117049	0.05940144	0.0651601	0.03744855	0.02887957	0.116736	0.01004696	0.0428849	0.006126015	0.01300565	0.008192925	0.03473045	0.003232508	0.00288618	0.02020832	0.05142509	0.0001773871	0.01276197	0.01137599	0.03563362	0.008644663	0.006940008	0.03020839	0.0560583	0.01802819	0.01308867	0.04589996	0.0066456	0.005043586	0.003138281	0.01542227	0.1153664	0.01043292	0.008946942	0.007430441	0.03596344	0.005252136	0.006128487	0.01641595	0.02388056	0.01172169	0.07649679	0.05610924	0.008760189	0.005880532	0.03722082	0.001627423	0.001959692	0.00335105	0.01289007	0.0306543	0.01425308	0.008109682	0.002735625	0.01094964	0.01398357	0.01126259	0.01258285	0.00468609	0.004741109	0.007604656	0.02024728	0.01634943	0.007642386	0.008353121	0.01435185	0.168584	0.206553	0.155355	0.147304	0.152437	0.169766	0.242017	0.263752	0.249425	0.244805	2.191014
170	-11111.73	-11180.13	68.40516	0.003293408	0.02169335	0.03185512	0.006738454	0.03311853	0.0001003952	0.03454679	0.004927589	0.009964821	0.008241968	0.004097851	0.03542574	0.01904297	0.01594296	0.0198919	0.05526602	0.01917273	0.0004164002	0.09000155	0.04203187	0.01197695	0.001034117	0.01111938	0.02699422	0.01150779	0.0009514009	0.03632699	0.01449967	0.06795507	0.02515253	0.07439819	0.007545677	0.06232172	0.06200604	0.02798316	0.03906901	0.1162211	0.004495845	0.0532791	0.007179377	0.004949524	0.004319485	0.03740321	0.002466807	0.007518753	0.01956581	0.05756148	0.0002389188	0.009653973	0.006590449	0.01066894	0.01063131	0.005565654	0.04112979	0.06714622	0.01680188	0.015758	0.04119497	0.008970322	0.004351997	0.01455383	0.01982139	0.1025231	0.01042435	0.02195821	0.005186677	0.04733496	0.00524834	0.005049364	0.02221604	0.03089866	0.008273919	0.07196126	0.05450572	0.01260729	0.003692322	0.04291219	0.001692534	0.004661588	0.007481141	0.02222524	0.04495732	0.01196856	0.02116483	0.002039001	0.01896385	0.01964074	0.005481852	0.01199315	0.002045176	0.001357847	0.009196819	0.02800697	0.006878955	0.01002561	0.01131268	0.01951196	0.163342	0.204751	0.145303	0.150603	0.169673	0.166327	0.263014	0.253288	0.24411	0.239589	2.230049
180	-11112.83	-11180.73	67.89531	0.005828614	0.01849964	0.0271328	0.006864559	0.04615747	0.0001121286	0.02520471	0.003228874	0.008827809	0.007222141	0.005391965	0.04450896	0.01370842	0.02515565	0.02915972	0.08434878	0.007754498	0.0003362114	0.08162713	0.05109385	0.02251107	0.001656072	0.01898144	0.03156716	0.007287334	0.0002537445	0.04655515	0.01542462	0.05171553	0.02578623	0.09046557	0.009511678	0.05857227	0.03700603	0.0336544	0.02959319	0.1318133	0.005138539	0.05793439	0.004704808	0.006943507	0.005387845	0.04922434	0.004904665	0.00611356	0.02108988	0.04715809	0.0005901215	0.01016617	0.01081704	0.01971069	0.003001617	0.009103964	0.02826396	0.06097977	0.0180173	0.01341311	0.04607354	0.008188168	0.00744286	0.008276751	0.02134152	0.1083201	0.01030574	0.01597209	0.006896872	0.04527744	0.003310711	0.002084291	0.01403339	0.03397252	0.01096207	0.06421754	0.05317451	0.01218429	0.005690471	0.04801316	0.005004742	0.003942477	0.01436432	0.02053692	0.05476854	0.01096744	0.01779496	0.003956169	0.0119529	0.02040766	0.004338664	0.008864712	0.001628468	0.002005995	0.007223613	0.01291524	0.01456963	0.007072803	0.01114664	0.01553207	0.163476	0.16624	0.181	0.153009	0.169812	0.166463	0.24894	0.258125	0.248771	0.244164	2.261914
190	-11118.23	-11186.42	68.19036	0.004904545	0.01442015	0.03294075	0.01281203	0.03679517	0.0005651769	0.02093846	0.002016476	0.009630744	0.008567859	0.004469575	0.03705629	0.01392963	0.01801091	0.02611695	0.07021369	0.009325251	0.0001319223	0.07742152	0.04865237	0.01601664	0.001205848	0.008791395	0.02384883	0.01125014	0.000150908	0.04473177	0.01082656	0.06994769	0.02416705	0.06599812	0.008658842	0.06128114	0.03956465	0.04384669	0.02351047	0.1246773	0.01118597	0.03869574	0.00531733	0.001288432	0.001279282	0.04197494	0.004302116	0.001073027	0.02032449	0.05675533	0.0008340019	0.01358193	0.01402173	0.02064689	0.006916408	0.01668109	0.04030086	0.09285603	0.01599454	0.01641882	0.04450144	0.01350605	0.008624691	0.007014359	0.01910446	0.1021136	0.01551018	0.02094586	0.006903227	0.04633556	0.007614095	0.006355184	0.01771103	0.03328313	0.006346053	0.07035214	0.0362925	0.01551094	0.002012648	0.03752563	0.00403087	0.005754217	0.009928256	0.01940915	0.04056921	0.01566864	0.02454366	0.00636066	0.02003333	0.009937395	0.005620201	0.01082237	0.001611971	0.0009647172	0.01705706	0.02384695	0.01232809	0.007556216	0.02675466	0.01527093	0.161683	0.164417	0.179015	0.151331	0.167949	0.175605	0.264141	0.252901	0.243736	0.239222	2.243474
200	-11126.03	-11193.07	67.04151	0.01032981	0.02309043	0.02706134	0.01209825	0.04568401	0.0008139888	0.03112699	0.001971136	0.008746494	0.008072282	0.01370529	0.0509454	0.02827316	0.03076017	0.02694921	0.08178104	0.01581317	0.0001771529	0.07247053	0.03883862	0.0226848	0.002101599	0.009742865	0.03101385	0.007679402	0.0001142526	0.04053635	0.01882862	0.05443689	0.01857794	0.08206465	0.005801775	0.05706018	0.04015211	0.04384669	0.04333894	0.1223418	0.008694132	0.03940403	0.005289503	0.006148298	0.007348047	0.03397154	0.002778291	0.001195336	0.01559191	0.0405526	0.0005836738	0.01297907	0.0187962	0.01410493	0.002891312	0.006687288	0.03166807	0.08187986	0.01721526	0.0102885	0.03949364	0.01338891	0.005788205	0.009542725	0.01826779	0.1304538	0.02538325	0.01566994	0.007911212	0.04101884	0.004311813	0.01204026	0.01740324	0.03434585	0.007340573	0.08128381	0.04303442	0.009218822	0.008037339	0.05434714	0.005783028	0.007734266	0.01814525	0.02186395	0.04433985	0.009262118	0.015676	0.004383893	0.01589839	0.01135228	0.006189262	0.01278522	0.001635462	0.0001898216	0.01119956	0.02170463	0.006505706	0.004575692	0.01418428	0.01648764	0.160618	0.163333	0.179173	0.155585	0.166843	0.174448	0.262883	0.251696	0.247339	0.238082	2.315277
210	-11122.49	-11189.32	66.83915	0.004989172	0.02684962	0.04734305	0.009018955	0.03480648	0.0004223776	0.0184154	0.002680685	0.01103469	0.01144792	0.009470171	0.03983055	0.02076852	0.02827069	0.02521545	0.05780071	0.01545831	0.0005584492	0.07742619	0.04250764	0.02295508	0.0009827108	0.008456053	0.05081583	0.009184454	6.896928e-05	0.05867517	0.01303962	0.0635833	0.02927499	0.09241287	0.007311821	0.05574473	0.04394145	0.02284166	0.03612933	0.1135475	0.006806664	0.0480905	0.004444599	0.003283316	0.00387946	0.02919822	0.00343218	0.002898083	0.02648492	0.05469707	0.00161382	0.01397076	0.01358657	0.01592586	0.003093491	0.01308693	0.03234419	0.06385906	0.02212979	0.01691326	0.04682804	0.006881072	0.003436992	0.005620509	0.01906341	0.1197907	0.02568011	0.02704273	0.008000618	0.04350645	0.00439344	0.003808555	0.03074056	0.02800541	0.00919814	0.06231913	0.05704274	0.01388054	0.003763254	0.03808544	0.0110996	0.009429498	0.00957993	0.02144649	0.04687214	0.01109422	0.0147032	0.003174058	0.008468005	0.01656346	0.002422153	0.01095411	0.002353458	0.0006759216	0.01938678	0.03032959	0.02101134	0.00760351	0.01157867	0.01907102	0.162063	0.175075	0.180786	0.156985	0.149073	0.176018	0.262883	0.251696	0.247339	0.238082	2.327924
220	-11117.74	-11185.82	68.0727	0.002744411	0.02829412	0.03507292	0.005406901	0.02795172	0.0005919168	0.01637751	0.001400277	0.01198822	0.009300211	0.01961846	0.04589893	0.0175102	0.03252597	0.02331504	0.05985472	0.01702062	0.0007803682	0.07077873	0.05129749	0.01652293	0.002236354	0.01015197	0.02420149	0.02485065	0.0001855131	0.04809625	0.01153688	0.07757694	0.01958842	0.07527805	0.008543376	0.05908274	0.07435384	0.03636652	0.03152884	0.1117365	0.008685059	0.03752477	0.005423337	0.003623915	0.003153214	0.03377377	0.001958797	0.00346327	0.02142282	0.04946958	0.001396861	0.01744969	0.00754749	0.01271525	0.001078103	0.006072603	0.02743011	0.06472077	0.01361135	0.01333381	0.05040789	0.007600832	0.002256293	0.00584519	0.01392574	0.1197907	0.01351239	0.01581561	0.01561826	0.04952617	0.00616987	0.002767944	0.008572429	0.0351742	0.007919393	0.06705652	0.06465743	0.007887676	0.003378404	0.03890092	0.01146191	0.0119403	0.008956109	0.0146566	0.05761345	0.01695339	0.0137666	0.005594628	0.008199188	0.01243596	0.007051408	0.009655792	0.002521826	0.001263841	0.008115254	0.02301542	0.01637002	0.007268797	0.01233206	0.02145022	0.159942	0.175518	0.181243	0.157382	0.14945	0.176464	0.263107	0.251847	0.247148	0.237898	2.250827
230	-11119.96	-11188.09	68.13542	0.007928558	0.0166208	0.03404683	0.005236978	0.03800408	0.0003720041	0.02727909	0.003567961	0.01023372	0.0176954	0.01122033	0.04589893	0.02088483	0.02829163	0.03828053	0.07815489	0.0107797	0.0006568463	0.07015188	0.04331408	0.0196847	0.0004856467	0.01793633	0.01859384	0.006583545	0.0007213	0.05665736	0.008598431	0.08267515	0.01826447	0.07653127	0.009830051	0.06177659	0.05110239	0.05252525	0.03129424	0.109916	0.009869418	0.04433929	0.007424278	0.002874715	0.008314528	0.04120716	0.006717478	0.002593221	0.01689015	0.04574901	0.000217738	0.0156472	0.01060446	0.01416852	0.0005479481	0.01073063	0.0392057	0.06682108	0.01513912	0.009057286	0.04175233	0.01585611	0.003098824	0.005201715	0.007969396	0.1077203	0.008908659	0.01856693	0.02304458	0.04166295	0.003289352	0.002494479	0.01000097	0.02876438	0.01077644	0.06897247	0.03803111	0.007538219	0.003918962	0.04327568	0.006122909	0.009220554	0.006234095	0.01671804	0.05028869	0.02292597	0.01371766	0.004750217	0.01413259	0.01099806	0.00258067	0.008058397	0.007244332	0.002351899	0.008636897	0.02462754	0.006827707	0.01334386	0.0152046	0.01216422	0.160744	0.171385	0.182152	0.158171	0.1502	0.177348	0.263107	0.251847	0.247148	0.237898	2.246907
240	-11112.28	-11180.59	68.30864	0.008208454	0.01925414	0.03392314	0.004995114	0.04916929	0.001551125	0.0228946	0.005517759	0.01419033	0.00948463	0.007074798	0.03538056	0.03101725	0.01755753	0.02776993	0.05334693	0.01602583	0.002163754	0.07089977	0.03579541	0.01721918	0.0007656619	0.01388761	0.01969556	0.01318181	0.002172418	0.04064096	0.008447405	0.06547306	0.02013342	0.07917706	0.008195932	0.05619455	0.05623899	0.03586559	0.03990037	0.1141456	0.009272439	0.06430457	0.008798773	0.002478165	0.005234674	0.02316819	0.007979772	0.002803231	0.0262412	0.05515763	8.760373e-05	0.01426589	0.007459013	0.01557436	0.002632122	0.0116085	0.03600807	0.0628033	0.01285653	0.009613558	0.04694178	0.007919271	0.01099319	0.01063521	0.01249745	0.1297578	0.01042869	0.01811283	0.008671322	0.06061031	0.003668469	0.005020239	0.01470727	0.0422082	0.008598301	0.08065437	0.05082276	0.006848053	0.00220396	0.03073821	0.004501954	0.01007492	0.008983679	0.02312844	0.03024089	0.01550506	0.01468354	0.009793216	0.009000307	0.01488234	0.003141459	0.01174955	0.004321734	0.001084077	0.008872402	0.01607927	0.009519447	0.007535769	0.01523466	0.01980763	0.159534	0.170095	0.180781	0.147939	0.165635	0.176014	0.264609	0.251334	0.246644	0.237413	2.236081
250	-11118.1	-11186.69	68.58093	0.006774821	0.02648285	0.03967531	0.006651051	0.04084692	0.002655517	0.02044527	0.007251724	0.01967388	0.01369926	0.003788928	0.03113706	0.01213134	0.01588151	0.01858107	0.0696673	0.00925722	0.001061337	0.06718669	0.05573311	0.01695723	0.001090268	0.01249271	0.02542417	0.007337308	0.001384204	0.04538684	0.01675516	0.06547306	0.01626114	0.07583999	0.006879303	0.05229016	0.03997855	0.02955313	0.0359988	0.120503	0.005020609	0.05233655	0.004721976	0.00762744	0.002444646	0.02392268	0.003260699	0.003147872	0.02719933	0.05224997	0.0001404788	0.01019045	0.005168211	0.01660588	0.004122729	0.004834607	0.03213309	0.0893989	0.01831667	0.009092098	0.04589308	0.005474399	0.0109605	0.008602055	0.01898376	0.09944969	0.01580807	0.0198866	0.005223072	0.04867251	0.001914299	0.002985106	0.02171581	0.02763139	0.007602535	0.07456529	0.04751338	0.01599068	0.002354636	0.03679058	0.003290197	0.009976988	0.02157326	0.02812492	0.03382969	0.009728796	0.0145427	0.01389197	0.01666619	0.02473765	0.004306602	0.01204338	0.005312458	0.0009950118	0.01477971	0.02933038	0.01444641	0.008136927	0.01171279	0.0134974	0.157297	0.17279	0.178246	0.145865	0.163312	0.182491	0.256418	0.254133	0.249391	0.240058	2.219063
260	-11130.98	-11198.98	68.00868	0.004827516	0.02128134	0.03209787	0.009298631	0.04551037	0.000691872	0.01618037	0.006136699	0.01433847	0.01304672	0.007294572	0.02916038	0.02858307	0.03085795	0.03506407	0.0516477	0.01041002	0.0039138	0.05745238	0.05137717	0.01163341	0.001056944	0.01034751	0.025973	0.01357972	0.001921353	0.04569463	0.01224791	0.07776302	0.02283894	0.07008529	0.006514587	0.06313813	0.04485793	0.0322432	0.02248677	0.1398271	0.01470865	0.03439877	0.009469358	0.008328444	0.003542686	0.02836173	0.004907366	0.00375046	0.01787022	0.03923444	0.0001515601	0.01290278	0.01104022	0.02516187	0.006180766	0.007647586	0.02406075	0.05556411	0.01201624	0.008277585	0.04139374	0.006665756	0.007935688	0.008652067	0.01566953	0.1357768	0.01889475	0.01339179	0.009801121	0.05388658	0.00128064	0.002886923	0.01998441	0.02837943	0.005605832	0.07701428	0.07134844	0.006141792	0.003054415	0.04389507	0.008838813	0.008528207	0.01298417	0.02589553	0.03412922	0.01097848	0.01880009	0.007095597	0.01863473	0.01390365	0.002745656	0.01035492	0.01140822	0.001309061	0.0099341	0.03836173	0.01961402	0.008937736	0.01351353	0.008246055	0.160666	0.17649	0.182063	0.148989	0.145393	0.186399	0.256418	0.254133	0.249391	0.240058	2.254829
270	-11123.2	-11191.34	68.14377	0.002457155	0.02309488	0.03403997	0.009201256	0.03291989	0.0009627191	0.02371707	0.003467516	0.009086985	0.01456628	0.004868725	0.03645664	0.01501592	0.03005639	0.01570078	0.0664702	0.01273487	0.003915116	0.06946442	0.03392573	0.01478804	0.0009424584	0.02749558	0.02571146	0.01454773	0.00130604	0.04408597	0.01838914	0.07261198	0.01678642	0.07698864	0.005750666	0.06163656	0.05567048	0.03141552	0.04803826	0.1432802	0.009673889	0.04375066	0.004388356	0.008171819	0.005519799	0.04538412	0.002872511	0.00616195	0.02334819	0.05025914	0.0001656119	0.01889679	0.007808782	0.01466498	0.007730937	0.01193007	0.02661397	0.05447422	0.01313315	0.01689304	0.04102675	0.006886515	0.01060064	0.008449949	0.01519403	0.09800511	0.01464666	0.01188091	0.004972014	0.03657522	0.003254534	0.00497835	0.01599818	0.03901406	0.006364575	0.08108285	0.03881106	0.003524709	0.00293956	0.05520089	0.003918758	0.01271541	0.007613815	0.01860251	0.04735102	0.01556633	0.02493185	0.00215193	0.01114069	0.01788172	0.00347639	0.01165766	0.007551411	0.002726672	0.01433646	0.02307942	0.008899324	0.008937941	0.01779527	0.01323482	0.160666	0.17649	0.182063	0.148989	0.145393	0.186399	0.256418	0.254133	0.249391	0.240058	2.246386
280	-11114.65	-11182.32	67.67413	0.006662774	0.01913778	0.0438213	0.00723327	0.03627805	0.002434519	0.0226656	0.006505912	0.008861691	0.007602524	0.003858522	0.04517406	0.0128922	0.02567426	0.02204115	0.07782705	0.01485757	0.002817899	0.05688765	0.04575011	0.0143756	0.001594459	0.01675525	0.0247877	0.009769727	0.0006701481	0.04939424	0.01223172	0.05965336	0.01379559	0.07959604	0.006660199	0.0598745	0.04714156	0.02699233	0.03178826	0.1340027	0.006235215	0.04160136	0.01344935	0.002947259	0.003659081	0.03257238	0.004601028	0.004579306	0.03370299	0.06180999	0.0003072244	0.01184141	0.009602729	0.02088712	0.00559669	0.01671592	0.03694692	0.06304335	0.02016743	0.01518948	0.04709267	0.008297533	0.003689881	0.006661419	0.01541719	0.1232696	0.01130684	0.02045963	0.01053212	0.04858737	0.002240542	0.005657878	0.01618705	0.02861692	0.012518	0.09909554	0.03936378	0.01124069	0.001729849	0.04738057	0.00664783	0.008790759	0.007049837	0.01896163	0.03828452	0.009317317	0.02555221	0.003107239	0.009034844	0.01475755	0.003454949	0.009272229	0.003998165	0.002487122	0.006289602	0.03926471	0.01574715	0.008621384	0.01051021	0.01172019	0.15987	0.175198	0.183292	0.160384	0.146485	0.174771	0.260299	0.242842	0.253167	0.243692	2.275738
290	-11119.5	-11187.7	68.20308	0.006578681	0.0134956	0.04198885	0.009094042	0.03950068	0.002078123	0.02188806	0.006980407	0.01194566	0.009453684	0.004913817	0.04789033	0.0225142	0.0232067	0.02466284	0.06074952	0.00771797	0.002500197	0.07625428	0.05312584	0.01117539	0.004215456	0.004406147	0.01711299	0.01249341	0.000358443	0.04390088	0.01161815	0.05763837	0.02161392	0.09470302	0.006973344	0.05055081	0.05987295	0.03013961	0.0363419	0.1139329	0.008153175	0.05046521	0.006649527	0.008417189	0.002242939	0.03715342	0.001908533	0.004564153	0.01966946	0.05213864	0.0003835392	0.01322486	0.01846728	0.0147356	0.003935954	0.007111809	0.02094423	0.06091105	0.01817165	0.009821428	0.03059312	0.008585892	0.00703037	0.005963174	0.02246641	0.126788	0.01465323	0.01476662	0.006889246	0.04804348	0.006610184	0.004769998	0.01785099	0.02899931	0.01197739	0.08265656	0.05018483	0.01358871	0.005347581	0.03401812	0.005240752	0.009299266	0.0110719	0.03843877	0.03326903	0.0205097	0.02066007	0.004108911	0.0104597	0.01653279	0.001191023	0.009072575	0.003599367	0.001638391	0.01417337	0.02326942	0.00944188	0.01279503	0.01153531	0.02193161	0.16563	0.173831	0.189144	0.152648	0.145342	0.173407	0.257056	0.252276	0.250012	0.240656	2.242679
